timestamp,city,lat,lon,aqi,pm2_5,pm10,no2,so2,o3,hour,weekday,pm2_5_ma,pm10_ma
2025-09-15 12:00:00,Delhi,28.6517178,77.2219388,2,13.21,26.35,3.44,1.36,79.84,12,0,13.31,26.74666666666667
2025-09-15 13:00:00,Delhi,28.6517178,77.2219388,2,13.99,28.2,7.68,1.71,66.85,13,0,13.516666666666667,27.083333333333332
2025-09-15 14:00:00,Delhi,28.6517178,77.2219388,2,15.83,32.13,12.26,2.23,50.81,14,0,14.343333333333334,28.893333333333334
2025-09-15 15:00:00,Delhi,28.6517178,77.2219388,2,17.74,36.04,14.67,2.56,40.44,15,0,15.853333333333333,32.123333333333335
2025-09-15 16:00:00,Delhi,28.6517178,77.2219388,2,19.09,38.38,15.45,2.63,33.58,16,0,17.55333333333333,35.51666666666667
2025-09-15 17:00:00,Delhi,28.6517178,77.2219388,2,20.25,39.94,15.51,2.53,29.63,17,0,19.026666666666667,38.120000000000005
2025-09-15 18:00:00,Delhi,28.6517178,77.2219388,2,20.77,39.98,14.96,2.22,27.86,18,0,20.036666666666665,39.43333333333334
2025-09-15 19:00:00,Delhi,28.6517178,77.2219388,2,20.27,38.12,12.99,1.8,28.89,19,0,20.43,39.346666666666664
2025-09-15 20:00:00,Delhi,28.6517178,77.2219388,2,20.02,37.21,11.04,1.56,30.07,20,0,20.353333333333335,38.43666666666667
2025-09-15 21:00:00,Delhi,28.6517178,77.2219388,2,20.03,37.19,9.51,1.43,31.09,21,0,20.10666666666667,37.50666666666667
2025-09-15 22:00:00,Delhi,28.6517178,77.2219388,2,20.06,37.53,8.12,1.39,32.77,22,0,20.036666666666665,37.31
2025-09-15 23:00:00,Delhi,28.6517178,77.2219388,2,20.11,38.01,7.0,1.35,34.28,23,0,20.066666666666666,37.57666666666666
2025-09-16 00:00:00,Delhi,28.6517178,77.2219388,2,20.05,38.52,6.26,1.31,35.62,0,1,20.073333333333334,38.02
2025-09-16 01:00:00,Delhi,28.6517178,77.2219388,2,19.79,39.04,6.13,1.36,36.37,1,1,19.983333333333334,38.52333333333333
2025-09-16 02:00:00,Delhi,28.6517178,77.2219388,2,19.65,40.15,7.13,1.57,35.37,2,1,19.83,39.23666666666667
2025-09-16 03:00:00,Delhi,28.6517178,77.2219388,2,19.37,40.82,7.18,1.76,36.97,3,1,19.603333333333335,40.00333333333333
2025-09-16 04:00:00,Delhi,28.6517178,77.2219388,2,18.24,39.43,5.88,1.73,46.86,4,1,19.086666666666662,40.13333333333333
2025-09-16 05:00:00,Delhi,28.6517178,77.2219388,2,19.15,39.9,4.56,1.74,59.68,5,1,18.92,40.050000000000004
2025-09-16 06:00:00,Delhi,28.6517178,77.2219388,2,23.87,44.53,3.55,1.81,75.52,6,1,20.419999999999998,41.28666666666667
2025-09-16 07:00:00,Delhi,28.6517178,77.2219388,2,17.41,32.83,1.94,1.08,82.41,7,1,20.14333333333333,39.086666666666666
2025-09-16 08:00:00,Delhi,28.6517178,77.2219388,2,13.43,25.89,1.49,0.8,81.29,8,1,18.236666666666668,34.416666666666664
2025-09-16 09:00:00,Delhi,28.6517178,77.2219388,2,12.33,23.67,1.54,0.78,80.83,9,1,14.39,27.46333333333334
2025-09-16 10:00:00,Delhi,28.6517178,77.2219388,2,11.89,22.87,2.0,0.87,79.65,10,1,12.549999999999999,24.143333333333334
2025-09-16 11:00:00,Delhi,28.6517178,77.2219388,2,11.9,23.21,3.17,1.07,75.99,11,1,12.040000000000001,23.250000000000004
2025-09-16 12:00:00,Delhi,28.6517178,77.2219388,2,12.01,23.88,4.83,1.29,71.46,12,1,11.933333333333335,23.320000000000004
2025-09-16 13:00:00,Delhi,28.6517178,77.2219388,2,13.02,26.41,9.82,1.75,57.83,13,1,12.31,24.5
2025-09-16 14:00:00,Delhi,28.6517178,77.2219388,2,15.03,31.25,15.46,2.5,42.36,14,1,13.353333333333333,27.180000000000003
2025-09-16 15:00:00,Delhi,28.6517178,77.2219388,2,17.1,36.21,18.95,3.23,32.59,15,1,15.050000000000002,31.290000000000003
2025-09-16 16:00:00,Delhi,28.6517178,77.2219388,2,18.93,39.92,20.42,3.66,26.39,16,1,17.02,35.793333333333344
2025-09-16 17:00:00,Delhi,28.6517178,77.2219388,2,20.99,43.35,20.7,3.67,21.55,17,1,19.006666666666664,39.826666666666675
2025-09-16 18:00:00,Delhi,28.6517178,77.2219388,2,22.62,45.19,20.44,3.09,17.16,18,1,20.846666666666668,42.82
2025-09-16 19:00:00,Delhi,28.6517178,77.2219388,2,23.3,44.9,19.21,2.17,13.48,19,1,22.30333333333333,44.48
2025-09-16 20:00:00,Delhi,28.6517178,77.2219388,2,24.17,45.3,17.68,1.64,10.88,20,1,23.363333333333333,45.13
2025-09-16 21:00:00,Delhi,28.6517178,77.2219388,3,25.25,46.15,16.13,1.34,9.15,21,1,24.24,45.45000000000001
2025-09-16 22:00:00,Delhi,28.6517178,77.2219388,3,26.43,47.15,14.69,1.14,8.02,22,1,25.28333333333333,46.199999999999996
2025-09-16 23:00:00,Delhi,28.6517178,77.2219388,3,27.62,47.96,13.48,1.02,7.52,23,1,26.433333333333334,47.086666666666666
2025-09-17 00:00:00,Delhi,28.6517178,77.2219388,3,28.71,47.89,12.63,0.99,7.51,0,2,27.58666666666667,47.666666666666664
2025-09-17 01:00:00,Delhi,28.6517178,77.2219388,3,29.53,48.39,12.26,1.28,8.94,1,2,28.62,48.080000000000005
2025-09-17 02:00:00,Delhi,28.6517178,77.2219388,3,30.76,50.47,11.61,1.69,9.95,2,2,29.666666666666668,48.916666666666664
2025-09-17 03:00:00,Delhi,28.6517178,77.2219388,3,31.78,52.48,9.8,2.03,15.93,3,2,30.69,50.446666666666665
2025-09-17 04:00:00,Delhi,28.6517178,77.2219388,3,25.53,44.63,6.52,2.16,47.47,4,2,29.35666666666667,49.19333333333333
2025-09-17 05:00:00,Delhi,28.6517178,77.2219388,2,24.6,42.17,4.77,1.96,64.32,5,2,27.30333333333333,46.42666666666667
2025-09-17 06:00:00,Delhi,28.6517178,77.2219388,3,27.24,43.72,3.72,1.9,77.2,6,2,25.790000000000003,43.50666666666667
2025-09-17 07:00:00,Delhi,28.6517178,77.2219388,3,25.8,40.28,1.92,1.56,88.98,7,2,25.88,42.05666666666667
2025-09-17 08:00:00,Delhi,28.6517178,77.2219388,2,24.43,37.54,1.35,1.34,92.8,8,2,25.823333333333334,40.51333333333333
2025-09-17 09:00:00,Delhi,28.6517178,77.2219388,2,24.34,36.91,1.24,1.26,95.92,9,2,24.85666666666667,38.24333333333333
2025-09-17 10:00:00,Delhi,28.6517178,77.2219388,2,24.76,37.41,1.51,1.26,98.17,10,2,24.51,37.28666666666666
2025-09-17 11:00:00,Delhi,28.6517178,77.2219388,3,25.44,38.55,2.39,1.34,97.78,11,2,24.846666666666668,37.623333333333335
2025-09-17 12:00:00,Delhi,28.6517178,77.2219388,3,25.51,39.14,3.91,1.44,94.22,12,2,25.236666666666668,38.36666666666667
2025-09-17 13:00:00,Delhi,28.6517178,77.2219388,3,26.91,41.97,9.34,1.8,74.35,13,2,25.953333333333333,39.88666666666666
2025-09-17 14:00:00,Delhi,28.6517178,77.2219388,3,29.44,47.2,15.08,2.4,51.33,14,2,27.286666666666672,42.77
2025-09-17 15:00:00,Delhi,28.6517178,77.2219388,3,31.32,51.8,18.38,2.97,37.25,15,2,29.223333333333333,46.99
2025-09-17 16:00:00,Delhi,28.6517178,77.2219388,3,32.62,54.81,19.91,3.38,28.22,16,2,31.126666666666665,51.27
2025-09-17 17:00:00,Delhi,28.6517178,77.2219388,3,34.04,57.36,20.33,3.26,21.22,17,2,32.66,54.656666666666666
2025-09-17 18:00:00,Delhi,28.6517178,77.2219388,3,34.55,57.74,20.2,2.66,15.91,18,2,33.73666666666667,56.63666666666668
2025-09-17 19:00:00,Delhi,28.6517178,77.2219388,3,33.55,55.33,18.93,2.03,12.86,19,2,34.04666666666666,56.81
2025-09-17 20:00:00,Delhi,28.6517178,77.2219388,3,32.95,54.06,17.49,1.89,12.0,20,2,33.68333333333334,55.71
2025-09-17 21:00:00,Delhi,28.6517178,77.2219388,3,32.96,53.78,16.33,1.84,11.98,21,2,33.15333333333333,54.39000000000001
2025-09-17 22:00:00,Delhi,28.6517178,77.2219388,3,32.86,53.6,15.29,1.84,13.31,22,2,32.92333333333333,53.81333333333334
2025-09-17 23:00:00,Delhi,28.6517178,77.2219388,3,32.82,53.8,14.62,1.82,13.24,23,2,32.879999999999995,53.72666666666667
2025-09-18 00:00:00,Delhi,28.6517178,77.2219388,3,32.56,54.01,14.24,1.83,13.19,0,3,32.74666666666667,53.80333333333334
2025-09-18 01:00:00,Delhi,28.6517178,77.2219388,3,32.56,55.08,14.22,1.89,12.73,1,3,32.64666666666667,54.29666666666666
2025-09-18 02:00:00,Delhi,28.6517178,77.2219388,3,33.45,58.21,13.6,2.03,12.06,2,3,32.856666666666676,55.76666666666667
2025-09-18 03:00:00,Delhi,28.6517178,77.2219388,3,34.44,61.36,11.52,2.11,15.45,3,3,33.48333333333334,58.21666666666667
2025-09-18 04:00:00,Delhi,28.6517178,77.2219388,3,29.89,55.54,8.76,2.11,41.28,4,3,32.593333333333334,58.370000000000005
2025-09-18 05:00:00,Delhi,28.6517178,77.2219388,3,33.0,58.37,6.55,2.17,61.23,5,3,32.44333333333333,58.42333333333334
2025-09-18 06:00:00,Delhi,28.6517178,77.2219388,3,41.75,66.88,4.56,2.14,85.51,6,3,34.88,60.26333333333334
2025-09-18 07:00:00,Delhi,28.6517178,77.2219388,3,31.23,55.56,1.68,1.36,96.3,7,3,35.32666666666667,60.27
2025-09-18 08:00:00,Delhi,28.6517178,77.2219388,3,25.3,49.04,1.14,0.96,94.72,8,3,32.76,57.160000000000004
2025-09-18 09:00:00,Delhi,28.6517178,77.2219388,2,24.08,46.96,1.21,0.89,95.03,9,3,26.87,50.52
2025-09-18 10:00:00,Delhi,28.6517178,77.2219388,2,24.59,47.27,1.79,0.96,95.13,10,3,24.656666666666666,47.75666666666667
2025-09-18 11:00:00,Delhi,28.6517178,77.2219388,3,25.99,48.8,3.26,1.14,92.73,11,3,24.886666666666667,47.67666666666668
2025-09-18 12:00:00,Delhi,28.6517178,77.2219388,3,26.61,49.44,5.42,1.3,87.91,12,3,25.73,48.50333333333334
2025-09-18 13:00:00,Delhi,28.6517178,77.2219388,3,28.51,51.86,10.36,1.68,72.24,13,3,27.036666666666665,50.03333333333333
2025-09-18 14:00:00,Delhi,28.6517178,77.2219388,3,31.56,56.49,15.38,2.2,53.53,14,3,28.893333333333334,52.59666666666667
2025-09-18 15:00:00,Delhi,28.6517178,77.2219388,3,33.87,60.41,18.12,2.56,41.04,15,3,31.313333333333333,56.25333333333334
2025-09-18 16:00:00,Delhi,28.6517178,77.2219388,3,35.63,62.87,18.94,2.68,32.54,16,3,33.68666666666667,59.92333333333334
2025-09-18 17:00:00,Delhi,28.6517178,77.2219388,3,37.45,65.13,19.0,2.57,26.27,17,3,35.65,62.80333333333334
2025-09-18 18:00:00,Delhi,28.6517178,77.2219388,3,38.27,65.39,18.74,2.18,21.5,18,3,37.11666666666667,64.46333333333334
2025-09-18 19:00:00,Delhi,28.6517178,77.2219388,3,37.41,62.87,17.44,1.67,18.64,19,3,37.71,64.46333333333334
2025-09-18 20:00:00,Delhi,28.6517178,77.2219388,3,36.74,61.08,15.54,1.39,17.44,20,3,37.473333333333336,63.11333333333334
2025-09-18 21:00:00,Delhi,28.6517178,77.2219388,3,36.56,60.11,13.73,1.24,17.03,21,3,36.903333333333336,61.35333333333333
2025-09-18 22:00:00,Delhi,28.6517178,77.2219388,3,36.38,59.39,12.26,1.21,17.06,22,3,36.56,60.193333333333335
2025-09-18 23:00:00,Delhi,28.6517178,77.2219388,3,35.71,58.46,11.31,1.25,17.06,23,3,36.21666666666667,59.320000000000014
2025-09-19 00:00:00,Delhi,28.6517178,77.2219388,3,34.53,57.32,10.95,1.38,17.23,0,4,35.54,58.39000000000001
2025-09-19 01:00:00,Delhi,28.6517178,77.2219388,3,33.36,56.85,11.36,1.69,17.19,1,4,34.53333333333333,57.543333333333344
2025-09-19 02:00:00,Delhi,28.6517178,77.2219388,3,33.01,58.49,11.62,2.12,17.43,2,4,33.63333333333333,57.55333333333334
2025-09-19 03:00:00,Delhi,28.6517178,77.2219388,3,32.85,60.69,10.16,2.48,23.2,3,4,33.07333333333333,58.67666666666668
2025-09-19 04:00:00,Delhi,28.6517178,77.2219388,3,30.11,58.56,8.45,2.73,45.58,4,4,31.99,59.24666666666667
2025-09-19 05:00:00,Delhi,28.6517178,77.2219388,3,32.29,61.35,6.4,2.7,66.11,5,4,31.75,60.20000000000001
2025-09-19 06:00:00,Delhi,28.6517178,77.2219388,3,39.28,68.78,4.72,2.55,88.9,6,4,33.89333333333334,62.89666666666667
2025-09-19 07:00:00,Delhi,28.6517178,77.2219388,3,24.03,50.34,1.6,1.25,93.46,7,4,31.866666666666664,60.15666666666667
2025-09-19 08:00:00,Delhi,28.6517178,77.2219388,2,20.14,46.36,1.04,0.98,92.93,8,4,27.816666666666666,55.160000000000004
2025-09-19 09:00:00,Delhi,28.6517178,77.2219388,2,20.81,47.57,1.08,1.03,95.12,9,4,21.66,48.09
2025-09-19 10:00:00,Delhi,28.6517178,77.2219388,3,22.65,50.85,1.69,1.18,96.3,10,4,21.2,48.26000000000001
2025-09-19 11:00:00,Delhi,28.6517178,77.2219388,3,24.82,54.81,3.11,1.38,94.24,11,4,22.76,51.076666666666675
2025-09-19 12:00:00,Delhi,28.6517178,77.2219388,3,26.25,57.7,5.4,1.58,89.05,12,4,24.573333333333334,54.45333333333334
2025-09-19 13:00:00,Delhi,28.6517178,77.2219388,3,28.16,60.39,11.17,1.98,70.88,13,4,26.41,57.63333333333335
2025-09-19 14:00:00,Delhi,28.6517178,77.2219388,3,30.81,64.39,17.15,2.65,50.82,14,4,28.406666666666666,60.826666666666675
2025-09-19 15:00:00,Delhi,28.6517178,77.2219388,3,33.08,68.19,20.92,3.25,38.19,15,4,30.683333333333334,64.32333333333334
2025-09-19 16:00:00,Delhi,28.6517178,77.2219388,3,34.59,70.26,22.85,3.64,30.13,16,4,32.82666666666667,67.61333333333334
2025-09-19 17:00:00,Delhi,28.6517178,77.2219388,3,36.07,71.89,23.6,3.57,23.88,17,4,34.580000000000005,70.11333333333334
2025-09-19 18:00:00,Delhi,28.6517178,77.2219388,3,36.43,70.98,23.16,2.99,19.3,18,4,35.696666666666665,71.04333333333334
2025-09-19 19:00:00,Delhi,28.6517178,77.2219388,3,34.65,66.42,20.35,2.21,18.09,19,4,35.71666666666667,69.76333333333334
2025-09-19 20:00:00,Delhi,28.6517178,77.2219388,3,32.8,62.17,17.03,1.75,18.73,20,4,34.626666666666665,66.52333333333334
2025-09-19 21:00:00,Delhi,28.6517178,77.2219388,3,31.31,58.86,14.6,1.5,19.56,21,4,32.919999999999995,62.48333333333335
2025-09-19 22:00:00,Delhi,28.6517178,77.2219388,3,29.71,56.06,12.46,1.36,21.16,22,4,31.27333333333333,59.03000000000001
2025-09-19 23:00:00,Delhi,28.6517178,77.2219388,3,28.14,53.85,10.56,1.25,23.13,23,4,29.72,56.25666666666667
2025-09-20 00:00:00,Delhi,28.6517178,77.2219388,3,26.53,52.31,9.07,1.19,25.36,0,5,28.126666666666665,54.073333333333345
2025-09-20 01:00:00,Delhi,28.6517178,77.2219388,3,24.73,51.71,8.03,1.28,28.29,1,5,26.46666666666667,52.623333333333335
2025-09-20 02:00:00,Delhi,28.6517178,77.2219388,3,23.71,52.38,7.98,1.44,28.9,2,5,24.99,52.13333333333335
2025-09-20 03:00:00,Delhi,28.6517178,77.2219388,3,23.09,54.15,7.35,1.58,32.72,3,5,23.843333333333334,52.74666666666667
2025-09-20 04:00:00,Delhi,28.6517178,77.2219388,3,23.17,62.98,5.56,1.85,55.86,4,5,23.323333333333334,56.50333333333334
2025-09-20 05:00:00,Delhi,28.6517178,77.2219388,3,24.27,65.88,4.61,2.08,64.96,5,5,23.51,61.00333333333334
2025-09-20 06:00:00,Delhi,28.6517178,77.2219388,3,25.54,67.98,3.78,2.16,72.85,6,5,24.326666666666664,65.61333333333334
2025-09-20 07:00:00,Delhi,28.6517178,77.2219388,3,24.72,73.02,1.22,2.28,91.05,7,5,24.843333333333334,68.96000000000001
2025-09-20 08:00:00,Delhi,28.6517178,77.2219388,3,24.37,71.61,0.78,2.22,94.64,8,5,24.876666666666665,70.87
2025-09-20 09:00:00,Delhi,28.6517178,77.2219388,3,24.22,69.97,0.74,2.1,96.11,9,5,24.436666666666667,71.53333333333335
2025-09-20 10:00:00,Delhi,28.6517178,77.2219388,3,25.01,70.22,1.37,2.06,94.22,10,5,24.53333333333333,70.60000000000001
2025-09-20 11:00:00,Delhi,28.6517178,77.2219388,3,26.06,70.76,2.82,2.06,88.69,11,5,25.096666666666664,70.31666666666668
2025-09-20 12:00:00,Delhi,28.6517178,77.2219388,3,26.62,70.82,5.17,2.07,80.56,12,5,25.896666666666665,70.60000000000001
2025-09-20 13:00:00,Delhi,28.6517178,77.2219388,3,27.22,70.53,8.89,2.13,66.4,13,5,26.633333333333336,70.70333333333335
2025-09-20 14:00:00,Delhi,28.6517178,77.2219388,3,28.22,70.6,11.48,2.26,53.39,14,5,27.353333333333335,70.65
2025-09-20 15:00:00,Delhi,28.6517178,77.2219388,3,29.01,70.55,12.54,2.33,45.32,15,5,28.150000000000002,70.56
2025-09-20 16:00:00,Delhi,28.6517178,77.2219388,3,29.02,68.75,12.55,2.27,39.83,16,5,28.75,69.96666666666668
2025-09-20 17:00:00,Delhi,28.6517178,77.2219388,3,29.07,67.48,12.25,2.18,36.64,17,5,29.03333333333333,68.92666666666668
2025-09-20 18:00:00,Delhi,28.6517178,77.2219388,3,28.63,65.67,11.67,1.96,34.88,18,5,28.906666666666666,67.30000000000001
2025-09-20 19:00:00,Delhi,28.6517178,77.2219388,3,27.43,62.83,10.25,1.67,34.29,19,5,28.376666666666665,65.32666666666667
2025-09-20 20:00:00,Delhi,28.6517178,77.2219388,3,26.52,60.84,8.81,1.44,33.84,20,5,27.526666666666667,63.113333333333344
2025-09-20 21:00:00,Delhi,28.6517178,77.2219388,3,25.81,60.06,7.64,1.25,33.56,21,5,26.58666666666667,61.24333333333334
2025-09-20 22:00:00,Delhi,28.6517178,77.2219388,3,24.8,62.28,6.25,1.15,36.79,22,5,25.709999999999997,61.06000000000001
2025-09-20 23:00:00,Delhi,28.6517178,77.2219388,3,24.31,61.98,5.61,1.03,36.64,23,5,24.973333333333333,61.440000000000005
2025-09-21 00:00:00,Delhi,28.6517178,77.2219388,3,23.93,61.28,5.3,0.95,35.98,0,6,24.346666666666664,61.84666666666667
2025-09-21 01:00:00,Delhi,28.6517178,77.2219388,3,23.51,60.69,5.5,0.98,34.51,1,6,23.916666666666668,61.31666666666667
2025-09-21 02:00:00,Delhi,28.6517178,77.2219388,3,23.26,61.49,6.28,1.2,32.9,2,6,23.566666666666666,61.15333333333334
2025-09-21 03:00:00,Delhi,28.6517178,77.2219388,3,22.9,62.46,5.84,1.42,36.63,3,6,23.223333333333333,61.54666666666668
2025-09-21 04:00:00,Delhi,28.6517178,77.2219388,3,22.4,63.55,4.15,1.52,53.39,4,6,22.853333333333335,62.50000000000001
2025-09-21 05:00:00,Delhi,28.6517178,77.2219388,3,24.95,64.5,2.95,1.51,69.74,5,6,23.416666666666668,63.50333333333334
2025-09-21 06:00:00,Delhi,28.6517178,77.2219388,3,29.46,67.52,2.04,1.44,87.02,6,6,25.603333333333335,65.19
2025-09-21 07:00:00,Delhi,28.6517178,77.2219388,3,22.56,67.02,0.77,1.38,91.99,7,6,25.656666666666666,66.34666666666668
2025-09-21 08:00:00,Delhi,28.6517178,77.2219388,3,20.11,62.29,0.57,1.24,93.72,8,6,24.043333333333333,65.61
2025-09-21 09:00:00,Delhi,28.6517178,77.2219388,3,19.31,58.72,0.6,1.1,96.09,9,6,20.66,62.67666666666667
2025-09-21 10:00:00,Delhi,28.6517178,77.2219388,3,19.52,57.48,1.2,1.09,95.08,10,6,19.646666666666665,59.49666666666667
2025-09-21 11:00:00,Delhi,28.6517178,77.2219388,3,20.32,57.35,2.52,1.19,90.28,11,6,19.71666666666667,57.850000000000016
2025-09-21 12:00:00,Delhi,28.6517178,77.2219388,3,20.96,57.4,4.69,1.31,83.0,12,6,20.266666666666666,57.410000000000004
2025-09-21 13:00:00,Delhi,28.6517178,77.2219388,3,21.57,57.27,7.82,1.49,70.55,13,6,20.950000000000003,57.34000000000001
2025-09-21 14:00:00,Delhi,28.6517178,77.2219388,3,22.53,57.29,10.03,1.75,58.3,14,6,21.686666666666667,57.320000000000014
2025-09-21 15:00:00,Delhi,28.6517178,77.2219388,3,23.39,57.07,11.09,1.93,50.26,15,6,22.49666666666667,57.21000000000001
2025-09-21 16:00:00,Delhi,28.6517178,77.2219388,3,23.67,55.7,11.25,1.95,44.31,16,6,23.19666666666667,56.686666666666675
2025-09-21 17:00:00,Delhi,28.6517178,77.2219388,3,24.04,55.3,11.12,1.95,41.23,17,6,23.7,56.02333333333334
2025-09-21 18:00:00,Delhi,28.6517178,77.2219388,3,23.97,54.75,10.53,1.82,40.8,18,6,23.89333333333333,55.25000000000001
2025-09-21 19:00:00,Delhi,28.6517178,77.2219388,3,23.12,53.82,8.83,1.74,44.28,19,6,23.709999999999997,54.623333333333335
2025-09-21 20:00:00,Delhi,28.6517178,77.2219388,3,22.72,53.31,7.48,1.71,45.84,20,6,23.27,53.960000000000015
2025-09-21 21:00:00,Delhi,28.6517178,77.2219388,3,22.33,52.87,6.27,1.66,47.22,21,6,22.723333333333333,53.33333333333334
2025-09-21 22:00:00,Delhi,28.6517178,77.2219388,3,21.83,52.17,5.3,1.61,48.58,22,6,22.293333333333333,52.78333333333334
2025-09-21 23:00:00,Delhi,28.6517178,77.2219388,3,21.41,51.1,4.74,1.56,48.93,23,6,21.856666666666666,52.04666666666668
2025-09-22 00:00:00,Delhi,28.6517178,77.2219388,2,20.93,49.68,4.49,1.53,49.06,0,0,21.39,50.98333333333334
2025-09-22 01:00:00,Delhi,28.6517178,77.2219388,2,20.34,48.33,4.76,1.6,48.27,1,0,20.893333333333334,49.70333333333335
2025-09-22 02:00:00,Delhi,28.6517178,77.2219388,2,20.03,48.42,5.82,1.85,46.25,2,0,20.433333333333334,48.81000000000001
2025-09-22 03:00:00,Delhi,28.6517178,77.2219388,2,19.83,48.93,5.88,2.08,47.48,3,0,20.066666666666666,48.56
2025-09-22 04:00:00,Delhi,28.6517178,77.2219388,3,20.44,50.21,4.97,2.21,55.25,4,0,20.099999999999998,49.186666666666675
2025-09-22 05:00:00,Delhi,28.6517178,77.2219388,3,23.91,53.58,3.83,2.21,70.63,5,0,21.393333333333334,50.90666666666667
2025-09-22 06:00:00,Delhi,28.6517178,77.2219388,3,30.42,59.98,2.64,2.13,91.47,6,0,24.923333333333336,54.59000000000001
2025-09-22 07:00:00,Delhi,28.6517178,77.2219388,3,22.19,56.67,0.92,1.46,98.8,7,0,25.50666666666667,56.74333333333334
2025-09-22 08:00:00,Delhi,28.6517178,77.2219388,3,20.47,56.47,0.69,1.32,98.3,8,0,24.36,57.70666666666668
2025-09-22 09:00:00,Delhi,28.6517178,77.2219388,3,20.59,56.57,0.73,1.32,98.74,9,0,21.083333333333332,56.570000000000014
2025-09-22 10:00:00,Delhi,28.6517178,77.2219388,3,21.24,57.07,1.31,1.42,98.32,10,0,20.766666666666666,56.70333333333334
2025-09-22 11:00:00,Delhi,28.6517178,77.2219388,3,22.17,57.35,2.61,1.6,95.55,11,0,21.333333333333332,56.99666666666668
2025-09-22 12:00:00,Delhi,28.6517178,77.2219388,3,22.84,57.38,4.67,1.77,90.0,12,0,22.083333333333332,57.26666666666668
2025-09-22 13:00:00,Delhi,28.6517178,77.2219388,3,23.31,57.17,7.26,1.98,80.7,13,0,22.773333333333337,57.30000000000001
2025-09-22 14:00:00,Delhi,28.6517178,77.2219388,3,24.15,57.26,9.02,2.25,71.96,14,0,23.433333333333334,57.27000000000001
2025-09-22 15:00:00,Delhi,28.6517178,77.2219388,3,24.92,56.93,9.9,2.51,66.0,15,0,24.126666666666665,57.120000000000005
2025-09-22 16:00:00,Delhi,28.6517178,77.2219388,3,25.08,55.44,9.92,2.61,61.95,16,0,24.716666666666665,56.543333333333344
2025-09-22 17:00:00,Delhi,28.6517178,77.2219388,3,25.28,54.65,9.76,2.65,60.11,17,0,25.093333333333334,55.673333333333346
2025-09-22 18:00:00,Delhi,28.6517178,77.2219388,3,25.06,53.39,9.43,2.49,58.77,18,0,25.14,54.49333333333334
2025-09-22 19:00:00,Delhi,28.6517178,77.2219388,3,24.27,51.18,8.55,2.19,57.42,19,0,24.87,53.073333333333345
2025-09-22 20:00:00,Delhi,28.6517178,77.2219388,2,23.67,49.74,7.51,1.99,56.07,20,0,24.333333333333332,51.436666666666675
2025-09-22 21:00:00,Delhi,28.6517178,77.2219388,2,23.1,48.78,6.56,1.87,54.57,21,0,23.680000000000003,49.90000000000001
2025-09-22 22:00:00,Delhi,28.6517178,77.2219388,2,22.28,47.72,5.68,1.79,53.46,22,0,23.01666666666667,48.74666666666668
2025-09-22 23:00:00,Delhi,28.6517178,77.2219388,2,21.45,46.66,5.0,1.73,52.87,23,0,22.27666666666667,47.720000000000006
2025-09-23 00:00:00,Delhi,28.6517178,77.2219388,2,20.58,45.43,4.58,1.71,52.7,0,1,21.436666666666667,46.60333333333333
2025-09-23 01:00:00,Delhi,28.6517178,77.2219388,2,19.61,44.2,4.59,1.74,51.87,1,1,20.546666666666663,45.43000000000001
2025-09-23 02:00:00,Delhi,28.6517178,77.2219388,2,18.98,43.7,5.43,1.86,49.41,2,1,19.723333333333333,44.44333333333335
2025-09-23 03:00:00,Delhi,28.6517178,77.2219388,2,18.55,44.04,5.36,1.99,51.26,3,1,19.046666666666667,43.98000000000001
2025-09-23 04:00:00,Delhi,28.6517178,77.2219388,2,18.64,45.34,4.09,2.13,64.05,4,1,18.723333333333333,44.360000000000014
2025-09-23 05:00:00,Delhi,28.6517178,77.2219388,2,21.85,49.25,3.02,2.27,79.92,5,1,19.68,46.21000000000001
2025-09-23 06:00:00,Delhi,28.6517178,77.2219388,3,27.45,55.62,2.2,2.39,96.93,6,1,22.646666666666665,50.070000000000014
2025-09-23 07:00:00,Delhi,28.6517178,77.2219388,2,19.96,47.94,0.9,1.85,98.98,7,1,23.08666666666667,50.936666666666675
2025-09-23 08:00:00,Delhi,28.6517178,77.2219388,2,18.27,46.2,0.69,1.61,99.08,8,1,21.893333333333334,49.920000000000016
2025-09-23 09:00:00,Delhi,28.6517178,77.2219388,3,18.34,45.92,0.75,1.54,100.05,9,1,18.856666666666666,46.686666666666675
2025-09-23 10:00:00,Delhi,28.6517178,77.2219388,2,19.08,46.42,1.55,1.63,99.05,10,1,18.563333333333333,46.18000000000001
2025-09-23 11:00:00,Delhi,28.6517178,77.2219388,2,20.21,47.1,3.29,1.82,94.9,11,1,19.209999999999997,46.48000000000001
2025-09-23 12:00:00,Delhi,28.6517178,77.2219388,2,21.09,47.61,6.07,2.03,87.44,12,1,20.126666666666665,47.043333333333344
2025-09-23 13:00:00,Delhi,28.6517178,77.2219388,2,22.01,48.18,10.59,2.34,72.56,13,1,21.103333333333335,47.63000000000002
2025-09-23 14:00:00,Delhi,28.6517178,77.2219388,2,23.58,49.85,14.23,2.76,57.84,14,1,22.22666666666667,48.54666666666668
2025-09-23 15:00:00,Delhi,28.6517178,77.2219388,3,25.05,51.41,15.92,3.04,48.82,15,1,23.546666666666667,49.81333333333334
